term,example
A-10,"1970년대 말, 미 공군은 1976년 3월부터 운영을 시작한 전차 사냥에 특화된 페어차일드 리퍼블릭(Fairchild Republic) A-10 썬더볼트(Thunderbolt) II 공격기에서 운용할 공대지 대전차 무기 개발을 준비했다."
A-10,"● A-10A:YA-10A의 양산형으로, 단좌식 기체에 근접항공지원을 목적으로 한 공격기다."
A-10,"경공격기 버전은 AT-6 울버린(Wolverin)으로 불리며, A-10C 공격기가 채택한 록히드마틴(Lockheed Martin)의 전투 임무 시스템, CMC 글라스 콕핏, 비행 통제 시스템, 다기능 디스플레이, F-16과 동일한 HOTAS(Hands-On-Throttle-And-Stick) 조종간 등을 채택했다."
A-10,"그러나, 처음 개발을 진행하던 공군의 A-10 공격기에 적용은 1987년 무렵에 취소되었다."
A-6 인트루더,"미 해군은 최초 A-6 인트루더(Intruder) 및 A-7 코르세어 II(Corsair II)가 퇴역함에 따라 맥도넬 더글러스(McDonnell Douglas)/제네럴 다이내믹스(GD,General Dynamics)를 우선협상대상자로 선정하여 전천후 항모 기반 전투기인 A-12 어벤저(Avenger) II를 1983년부터 개발하기 시작했다."
A-6 인트루더,그러나 본격적인 기체의 재설계도 동시에 추진하여 A-6 인트루더를 4인승으로 개조한 EA-6B 프라울러를 1969년부터 배치하기 시작하면서 전자전 전력을 완성시켰다.
A-6 인트루더,하지만 EKA-3B의 임무는 얼마 뒤 기체 자체는 더 작지만 수량이 많고 전개가 쉽던A-6 인트루더 공격기의 개조 형상인 KA-6D와 교체됐다.
A-6 인트루더,이에 따라 미군은 우선 A-6 인트루더 공격기에 부가장비를 장착하여 EA-6A 일렉트릭 인트루더를 선보였다.
AGM-86,그러나 공군이 AGM-86 ALCM을 선정함에 따라 결국 시험평가 단계에서 사업이 종료되었다.
AGM-86,공군은 보잉을 ALCM 개발사로 선정하여 B-52의 SRAM발사기에 장착할 수 있는 AGM-86A를 개발했다.
AGM-86,그러나 1977년 국방부는 보잉의 ALCM에 바탕하여 사거리를 증가시킨 AGM-86B를 개발하기로 결정함에 따라 토마호크 ALCM 계획은 무산되었다.
AH-1Z 바이퍼,"이외에도 해병대의 AH-1Z 바이퍼 공격헬기에도 채용되었으며,MH-60R/S 시호크 헬기에도 통합되었다."
AH-1Z 바이퍼,"헬파이어 로미오는 기존의 AH-64 아파치나 AH-1Z 바이퍼, OH-58D 카이오와워리어 등은 기존의 헬파이어 I/II를 운용하던 헬기에 장착될 수 있었다."
AK-47,3차 시험평가에 칼라시니코프는 AK-46을 개량한 AK-47을 들고 참가했다.
AK-47,"사실 연사시에만 제어의 어려움으로 정확성이 떨어질 뿐, 총 자체가 정확하지 않은 것은 아니었기에 AK-47의 선정은 무리가 있는 것도 아니었다."
AK-47,"그러나 AB-47은 야전 신뢰성에서 부족함을 보였던 반면, 연사시 정확성은 AK-47보다 우위에 있었다."
AK-47,"AK-47은 대부분의 분야에서 우수한 성능을 발휘했지만, 연발시 정확성 면에서는 부족함을 보였다."
AK-47,시험평가에서 사실상의 최종 후보는 AK-47과 AB-47이었다.
AK-47,그러나 시험평가 감독관이던 뤼우티 소령까지 AK-47의 설계를 돕는 가운데 시험평가가 어느 정도 공정성을 확보했을지는 미지수인 점도 있다.
AK-47,피스톤과 결합된 AK-47의 노리쇠 형태도 실은 AB-46이 먼저 구현했던 것을 복제해온 것이었다.
AK-47,"칼라시니코프는 AK-46에서는 쇼트 스트로크 가스피스톤을 채택했지만, 결국 AB-46의 롱스트로크 가스피스톤 방식을 그대로 답습하여 AK-47을 만들었다."
AK-47,"AK-47의 시제총기들은 러시아 외곽에 위치한 코브로프(Ковро́в)시의 병기국 제74호 공장에서 만들어졌지만, 대량생산은 이젭스크(Иже́вск)의 제524호 공장에서 이뤄졌다."
AK-47,"AK-47, AB-46, AD 등 시제소총 3종이 제출되었으며, 각 총기는 목재 개머리판을 장착한 보병용과 철제 접철식 개머리판을 장착한 모델 등 2가지로 만들어졌다."
AK-47,"AK-47의 완성도가 높아지자, 차기 소총사업에 자신의 모델을 제출했던 덱탸료프 장군은 자신의 시제모델을 폐기했다고 알려진다."
AK-47,사실 개량형인 AK-47은 결코 칼라시니코프 혼자서 만든 게 아니었다.
AK-47,칼라시니코프는 이에 응하여 곧바로 새로운 시제소총인 AK-47을 만들게 되었다.
AK-47,1950년대에 이르러AK-47과 같은 돌격소총이 보급되면서기관단총은 보병의 주력무기로서 역할을 잃어버렸다.
AK-47,AK-47은 현대사를 바꾼 자동소총으로 불린다.
AK-47,한편 이러한 시기에 AK-47의 제작사였던 이즈마쉬 콘체른(현 칼라시니코프 그룹)에서도 새로운 기관단총의 개발에 나섰다.
AK-47,전세계적으로 AK-47 소총이 퍼져나가면서 더 이상 권총탄을 사용하는 기관단총으로는 이에 대항하기 어려워졌기 때문이다.
AK-47,"AK-47 돌격소총의 등장으로 더 이상 보병에게 파파샤 같은 기관단총을 무장할 필요가 없었기도 했거니와, 장갑차나 항공기 승무원용의 개인방어무기(PDW)로는 권총에 기반한스테치킨 APS나AKS-74U와 같은 대안들이 존재했기 때문이다."
AK-47,2차대전 이후 자동화기를 전군에 지급하기 위하여 미하일 칼라시니코프는 돌격소총의 개념을 바탕으로 AK-47 소총을 개발하였다.
AK-47,이에 따라 AK-47은 드디어 소련군의 미래를 짊어질 돌격소총으로 채용되었다.
AK-47,42·MP43/44·StG44의 개발자였던 휴고 슈마이저까지도 AK-47의 개발에 동원되었다.
AK-47,그가 SVT-40에 사용한 여러 기법들은 종전 후 등장하는 SKS 반자동소총과 AK-47 자동소총에도 직간접적으로 영향을 주었다.
AK-47,"GSG는 MP5 기관단총, AK-47소총 등을 22구경탄 전용총기를 만들어 대중적 인기를 끌었는데, MP5를 모사한 GSG-5는 HK사로부터 상표권 남용으로 소송을 당한 후 법정합의를 통하여 더이상 생산을 중단하기로 했다."
AK-47,그러나 테러범의 무장이 점차 권총이나 기관단총에서 AK-47 등의 소총으로 화력을 강화함에 따라 대테러부대들도 M4 CQBR이나 SG552 등 짧은 총열의 카빈소총을 주력화기로 채용하면서 MP5 기관단총의 인기도 다소 식어갔다.
AK-47,"특히 미하일 카라쉬니코프의 AK-47과 AKM의 생산은 물론 SVD 드라구노프 저격소총, RPK 경기관총, PK 기관총 등 전후 소련군의 소화기 생산을 도맡으면서 끊임없이 총기들을 생산해내게 되었다."
AK-47,"이에 따라 코브로프에 거주하던 칼라시니코프는 1948년 초에 이젭스크로 이주했으며, AK-47의 양산은 1948년 중반부터 이루어졌다."
AK-47,이하에서는 AK-47의 개발과정을 소개한다.
AK-47,AK-47은 제식채용되면서도 개량을 게을리 하지 않았다.
AK-47,따라서 시험평가에서 AK-47과 가장 호적수였던 상대는 AB-46이었다.
AK-47,"또한 생산방식의 변경에 따라 가공시간과 인력이 더욱 증가하게 되어, AK-47은 1956년까지도 일선에 본격적으로 배치되지 못했다."
AK-47,냉전시절 체코슬로베키아는 AK-47을 채용한 다른 동구권 국가들과는 달리 자국산 Vz 58 자동소총을 채용해왔다.
AK-47,Vz 58은 이미 신뢰성이 높은 AK-47이나 AKM보다 좋은 평가를 얻었다.
AK-47,"QBZ-95는 이전까지AK-47계열(정확히는AKM)의56식 소총을 사용해왔지만, 90년대 이후 경제발전을 바탕으로 국방개혁을 추진하면서 40년만에 소총을 교체했었다."
AK-47,게다가 아랫총몸은M16계열과는 전혀 다르고 오히려AK-47과 유사하다.
AK-47,탄창멈치는AK-47이나G3 소총과 유사하게 방아쇠울에 가깝게 위치하여 손쉽게 탄창을 제거할 수 있게 되어 있다.
AK-47,"또한AK-47의 제작사인 이젭스크 기계공장(현 칼라시니코프 콘체른)도 당연히 시제품을 제출하였는데, 무려 3개의 다른 설계안이었다."
AK-47,"AK-47을 만들던 이젭스크에서는MP-443을 선보였고,TsNIITochmash에서는 SR-1 '벡터(Вектор)' 권총을 만들었다."
AK-47,"VSS 빈토레즈는 기본적으로 같은 구조이며,AK-47 계열 소총의 롱스트로크 가스피스톤 방식에 뿌리를 두고 있다."
AK-47,"차이점이라면AK-47 소총은 가스피스톤을 밀어내는 부분이 거의 소염기와 가깝게 맨 앞쪽에 있는데 반하여, 빈토레즈는 거대한 소음기에 비하여 총열이 짧아 가스피스톤의 길이가 상대적으로 짧다."
AK-47,작동방식은 AK-47 소총과 유사하다.
AK-47,"AK-47을 만든 미하일 칼라시니코프처럼 몇몇의 뛰어난 엔지니어들이 그런 획기적인 변화를 주도했는데, 그중 19세기 말부터 20세기 초까지 활약한 존 브라우닝(John Moses Browning)은 가히 발군이라 할 수 있다."
AK-47,조종간은 AK-47과 유사한 형식으로 안전-연발-단발로 조절된다.
AK-47,"2kg에 불과했던 Vz 56의 설계는 AK-47을 개수하려던 소련에게도 커다란 참고가 되었으며, 이후 AKM의 설계에 일부 영향을 미쳤다고도 평가된다."
AK-47,"외양상은 AK-47 계열과 비슷해보이지만, 롱 스트로크 가스피스톤 방식인 AK와는 전혀 다른 총기이다."
AK-47,"생산방식이 바뀐 총기는 AK-49로 불렸지만, 외부에는 '제2형 AK-47'이란 명칭으로 더욱 널리 알려졌다."
AK-47,AK-47이나 M16만큼 한 시대의 아이콘으로 존재했기에 앞으로도 쉽게 사라지지 않을 것으로 보인다.
AK-47,바로 AK-47을 개발한 소련의 국민적 영웅인 미하일 칼라시니코프를 투입하기로 결정한 것이다.
AK-47,이는 개발자인 칼라시니코프가AK-47 시리즈에서 사용하던 롱스트로크 가스피스톤 방식을 기관총에 맞게 개량한 것으로 볼 수 있다.
AK-47,AK-47과 AKM의 경우처럼 PK/PKM도 구 공산권의 국가들이 대거 채용하였다.
AK-47,반면 비존-2에서는 기존의 AK-47 소총 구조를 그대로 활용해야 하므로 통상의 소총처럼 약실의 아래쪽에서 탄창을 장착해야만 했다.
AK-47,그러나 AK-47 소총을 생산하는 이즈마쉬에서는PP-19 비존-2라는 독특한 총기를 제시하면서 관심을 끌었다.
AK-47,"AK-47의 개발자인 칼라시니코프의 아들 빅토르 칼라시니코프(Виктор Михайлович Калашников) 가 설계수석을 맡았으며, SVD 저격총의 개발자인 드라구노프의 아들 알렉세이 드라구노프(Алексей Драгунов)도 설계에 참여했다."
AK-47,그러나 최초의 '빗자루' 사업에서 축적된 기술력 덕분에 체코는 AK-47에 비하여 훨씬 더 훌륭한 총기를 만들어낼 수 있었다.
AK-47,"AK-47 소총은 소련 뿐만 아니라 공산권 전체의 표준화기로써 AKM, AK-74 등으로 진화하면서 아직까지도 러시아군의 제식화기로서 자리를 지키고 있다."
AK-47,실루엣은 비슷해도 AK-47과는 외양상 차이도 명백하다.
AK-47,AK-47 소총처럼 숙련되지 않은 병사도 운용하고 정비할 수 있을 것을 요구하는 소련군 철학에 따라 만들어졌다.
AK-47,그러나 이즈마쉬의 대표작은 역시AK-47 소총이었다.
AK-47,RPG-7은 AK-47과 함께 소련이 전세계에 퍼트린 무기 중 하나다.
AK-47,"한편 가스피스톤 방식도 피스톤이 밀어주는 길이에 따라 롱스트로크(long-stroke, 장행정)와 쇼트스트로크(short-stroke)로 나뉘는데, AK-47 등의 소총은 롱스트로크 방식을 사용한다."
AK-47,"AK-47이후에AKM이 등장했고, 그 후에 탄종을 바꿔AK-74가 등장했다."
AK-47,"이에 반하여 A-3는 더욱 가볍고 제작단가도 낮으며, 무엇보다도 기존에 소련군이AK-47과AKM을 운용하면서 교육훈련을 실시했던 경험을 그대로 활용할 수 있었다."
AK-47,한편 AK-74의 작동방식은AK-47이나AKM처럼 롱스트로크 가스피스톤 방식을 그대로 유지했다.
AK-47,AK-74도 이전의AK-47이나AKM처럼 가스조절장치가 없어 필요 이상의 가스는 총구 쪽의 가스실린더의 배출구를 통하여 배출된다.
AK-47,"62x39mm 탄에 비하여 63% 정도에 불과한 세기로, 500m에서AK-47의 명중률이 67%에 불과한데 비하여 AK-74는 81%까지 증가했다."
AK-47,"AK-74는AK-47이나AKM에 비하여 사격이 편리하고 상대적으로 명중률도 높았지만, 에너지 부족으로 장거리 교전이 어렵고 관통능력도 한계가 있다는 불만도 있었다."
AK-47,"공급이 급격히 늘어나면서 가격도 떨어지기 일쑤였는데, 1990년대 초 아프리카의 수단과 같은 국가에서는 닭 한 마리로 AK-47 한 자루를 물물교환할 수 있을 정도였다."
AK-47,"이전까지 AK-47, AKM, AK-74 등 칼라시니코프 자동소총은 완벽히 동일한 작동구조였지만, 부품 간에 호환이 되지 않았다."
AK-47,45x39mm을 채용한 AK-74로 기존의 AK-47·AKM을 교체해나감으로써 차세대 AK를 구현했으며 현재에도 여전히 주력소총으로 사용 중이다.
AK-47,"게다가 이미 AK-47이나 AKM은 세계 각 국에서 생산을 하고 있었을 뿐만 아니라, 냉전 종식으로 인한 군축의 영향으로 잉여총기들이 시장에 넘쳐났다."
AK-47,"소염기 등 모든 특징이 AK-74와 유사하지만, 기존의 AK-47 탄창을 그대로 사용할 수 있다."
AK-47,예를 들어 노리쇠 스프링과 가이드는 형태는 유사해보여도 AK-47과 AK-74 사이는 물론이고 심지어는 AK-47과 AKM 사이조차 서로 호환되지 않았다.
AK-47,"애초에 M16S1의 신뢰성과 정비성에 대한 불만으로 개발된 제품이기 때문에, SAR-21은 M16의 가스직결식이 아니라 AK-47의 가스피스톤 작동방식을 채용했다."
AK-47,S12K는 AK-47 소총으로 유명한 러시아의 칼라시니코프 콘체른(Kalashnikov Concern)에서 제작한 반자동산탄총인 사이가(Saiga)-12를 가리킨다.
AK-47,"사이가는 AK-47을 민수화하면서 제작사에서 붙인 브랜드명으로, 사이가-12는 AK의 작동구조를 그대로 활용한 12게이지 반자동샷건을 가리킨다."
AK-47,개발자인 스토너 자신이 M16에서 채용했던 가스직결식이 아니라 AK-47처럼 롱스트로크 가스피스톤을 채택하여 신뢰성을 높였다.
AK-47,부품이 호환되지는 않지만 AK-47의 구조를 그대로 적용하여 AK 사용자들이 별도의 교육 없이 쉽게 사용할 수 있다는 장점이 있다.
AR-15,"M16 소총이라고 하면, 초기의 민수형 AR-15나 공군의 M16보다는 통상 M16A1을 떠올리게 된다."
AR-15,이는 애초에 AR-15가 300야드까지의 유효사거리를 감안하고 개발되었기 때문이다.
AR-15,애초에 AR-15는 완전히 개발이 끝난 무기체계이므로 원래의 상용설계안에 바탕해도 충분히 성능요건을 만족한다는 것이었다.
AR-15,"미군은 AR-15를 군용 M16으로 만들기 위해 무려 7년간이나 연구개발과 시험평가를 반복해왔지만, 실전에 투입하는 것은 베트남전선이 처음이었다."
AR-15,엄청난 수요로 인하여 1969년 콜트는 드디어 AR-15 1백만 정 생산의 기록을 세우게 되었다.
AR-15,이렇게 실전의 과오 속에서 쇄신을 거듭한 AR-15는 제2세대인 M16A1으로 태어나서 1980년대초까지 미국의 제식소총으로 자리를 지켰다.
AR-15,"이때 콜트는 AR-15를 바탕으로 기관단총, 기관총, 차량탑재화기 등 다양한 변형모델을 확장시키면서 CAR-15 패밀리를 만들어가고 있었다."
AR-15,"AR-15/M16의 아버지인 유진 스토너 (Eugene Morrison Stoner, 1922-1997) 는 아말라이트(Armalite사가 AR-15의 권리를 콜트(Colt's Manufacturing LLC)에 판매한 이후, AR-16이라는 새로운 소총의 설계를 1959년 선보였다."
AR-15,"싱가포르는 민수시장을 통하여AR-15(M16 소총의 민수형 명칭)를 소량 도입하면서 초기 창설인원들을 무장시켜나가고 있었지만, 징병제로 늘어날 병력 규모에 맞춰 대규모 채용이 필요한 상황이었다."
AR-15,원래 AR-15의 설계자였지만 적극적으로 확장하는 무기체계를 보고 스토너도 자극을 받았을 터였다.
AR-15,"분명 AR-10과 AR-15처럼 강력한 탄환의 소총이 먼저 만들어지고 이를 소구경화했으며, 당시의 트렌드에 따라 총열덮개나 개머리판에 플라스틱을 채용했다."
AR-15,"이는 나름 합리적인 선택으로, 당시만 해도 아직 유진 스토너의 AR-15 관련 특허가 살아있었기 때문에 특허의 영향이 없는 구 소련 디자인의 모방이 의외로 합리적인 선택인데다 경량 기관총(약 8kg)이면서도 높은 신뢰성을 갖춘 PKM은 좋은 출발점이 될 수 있었다."
AR-15,당시 AR-15의 가격이 500-600달러에 이르던 것에 비하면 절반도 안되는 가격이었다.
AR-15,우선 소총에 대한 인식이 바뀌면서 AR-15에 대한 저항감이 덜해진 것은 물론 오히려 엄청난 사랑을 받고 있다.
AR-15,게다가 AR-15의 라이센스가 풀리면서 거의 백여개가 넘는 제작사들이 다양한 AR-15를 만들면서 오히려 미니-14보다 저렴한 AR-15들이 늘어났기 때문이다.
AR-15,결국에는 루거도 2009년 SR-556이라는 루거판 AR-15를 만들면서 총기시장의 트렌드에 가세했다.
AR-15,또한 가능하다면 기존에 생태계가 형성되어 있는 M4/AR-15의 부가장비나 호환 악세사리 등을 사용할 수 있는 부분을 늘려야 한다는 점이었다.
AR-15,스코프는 이미 AR-15가 등장할 때부터 손잡이 부분에 장착할 수 있는 다양한 마운트 들이 등장했다.
AR-15,탄창은 AR-15와는 다른 방식으로 탄창의 우측면이 아니라 후면에 결속부분이 있어 기존의 AR-15 탄창을 그대로 사용할 수 없다.
AR-15,그리하여 스토너는 AR-15의 현대화 모델인 SR-15(단발 전용)와 SR-16(단연발 선택)을 개발했다.
AR-15,"한편 M16은 원래 아말라이트라는 회사에서 미군의 차기소총 시장을 노리고 1950년대 개발했던AR-15 자동소총으로, 설계자는 유진 스토너(Eugene Morrison Stoner, 1922~1997)였다."
AR-15,"통상 200m까지의 사격을 염두에 두고 만들어졌기 때문에 그 정도의 거리에서는 문제없이 사격이 가능하지만, 가스직동식의 AR-15에 비하여는 명중률이 좋지 않다고 알려지고 있다."
AR-15,56mm 구경으로 만든AR-15를 개발했다.
AR-15,"스토너는 AR-15의 생산을 안정시키는 업무를 도우는 한편, 이제 독립한 설계자로서 독자 총기를 개발했다."
AR-15,결국 추후에 AR-15는 미군이 야심차게 개발하던 SPIW(Special Purpose Individual Weapon)를 제치고 M16 소총으로 채용되어 미군 차기 제식소총사업의 승자가 되었다.
AR-15,한편 AR-15가 완성이 되면서 아말라이트는 다른 프로젝트를 찾기 시작했다.
AR-15,"개머리판까지 밀리는 완충스프링을 채택한 AR-10이나 AR-15와는 달리, AR-16은 리시버의 끝에서 복좌스프링으로 노리쇠 운동을 마무리하였다."
AR-15,그리고 1959년 AR-15의 생산권한이 콜트로 팔려나가면서 아말라이트는 AR-16 말고는 대표적으로 내세울 총기가 없었다.
AR-15,마치 AR-10이 AR-15로 바뀐 것과 같은 상황이 반복된 셈이다.
AR-15,결국 아말라이트는 AR-15와의 정면대결을 피하고 틈새시장을 찾기 시작했다.
AR-15,이미 AR-15의 특허가 1983년에 종료됨에 따라 거의 모든 총기회사들이 AR-15를 만들고자 했다.
AR-15,"KAC도 자사의 AR-15를 만들고자했고, 그야말로 최적임자인 원 설계자 유진 스토너를 영입한 것이다."
AR-15,"작동방식으로는 쇼트 스트로크 가스 피스톤을 채용하였으며, 그 덕에 가스직결식의 AR-10이나 AR-15와는 달리 약실이 상대적으로 오염되지 않는다는 장점이 있었다."
AR-15,AR-10이나 AR-15와는 달리 개머리판까지 반동스프링이 사용되지 않으므로 AR-18은 접철식 개머리판을 활용할 수 있다.
AR-15,조준기구는 개방형 가늠쇠와 플립업 방식의 가늠자로 AR-15와 유사한 형상이다.
AR-15,"AR-15처럼 별도의 운반손잡이는 없지만, 조준경을 신속히 착탈할 수 있도록 스코프 마운트 결속부가 배려되어 있다."
AR-15,현재 총기시장의 추세에 맞추어 하부는 AR-15 리시버와 결합되도록 되어 있다.
AR-15,그러나 AR-10은 AR-15보다 앞선 설계였으므로 장전손잡이 등이 M16 계열과 다른 형태를 취하는 등 개선사항이 많았다.
AR-15,AR-15만큼은 아니지만 미니-14도 다양한 악세사리를 통하여 총기의 다양한 개조가 가능하다.
AR-15,56mm 버전으로 소구경화한AR-15 돌격소총을 선보였다.
AR-15,1911 휴고세계 최초의 기관단총인 MP-18과 세계 최초의 돌격소총인 StG-45를 만들어 유명했던 독일의 총기업체인 슈마이저(Schmeisser GmbH)는 요즘은 AR-15/M16 기반의 소총을 만든다.
AR-15,다산기공은 1992년 설립되어 1996년 총포제조허가를 받은 이후 미국 등 해외총기회사들이 필요로 하는 부품들을 생산하며 성장하여 AR-15나 1911 권총의 부속품을 납품하는 대표적인 업체였다.
AR-15,대부분의 총기회사들이 그렇듯 시그사우어도 AR-15 계열을 만들어 드디어 주류 시장인 미국시장에 도전할 수 있게 되었다.
AR-15,그래서 HK416의 윗총몸은 기존의 AR-15 계열 총기들의 아랫총몸과 결합해도 충분히 잘 작동한다.
AR-15,AR-15의 인기가 높아짐에 따라 피카티니 레일과 접철식 개머리판 등을 채용하고 있다.
B-2 스피릿,"노스롭은 B-2 스피릿(Spirit) 스텔스 폭격기를 납품하면서 심각하게 비용이 초과됐으며, 앞선 사업에서도 개발비용이 초과됐던 사례가 있었기 때문에 미 공군은 노스롭의 사업 관리 능력을 의심하였다."
B-2 스피릿,"센티넬은 전익(全翼) 설계를 채택해 외양 자체도 노스롭(Northrop)의 B-2 스피릿(Spirit)과 유사한 형태이며, 동체 상부의 공기 흡입구에는 그릴을 장착하여 열 방출이나 신호를 최소화했다."
B-2 스피릿,"이는 이미 노스롭-그루먼이 B-2 스피릿(Spirit)을 비롯한 전익기(全翼機) 항공기에서 여러 차례 도입했던 설계지만, 최근 무인항공기 설계에서 자주 발견할 수 있는 모습이기도 하다."
B-2 스피릿,노스롭은 이전에 B-2 스피릿(Spirit) 스텔스 폭격기와 F/A-18 호넷 전투기를 공동개발한 전력이 있었기 때문에 이 경험을 이용해 레이더 회피와 적외선 피탐지 설계를 YF-23에 반영하고자 했다.
B-2 스피릿,"F-117A는 2008년에 전 기체가 퇴역했으나, 스텔스 기술은 이후에 개발된 F-22 랩터(Raptor), F-35 라이트닝 II(Lightning II), B-2 스피릿(Spirit) 등에 적용되었고, 이제는 5세대 항공기의 기본 사양이 되었다."
B61 핵폭탄,"W85는B61 핵폭탄의 탄두를 기본으로 개발되었는데, 이후 INF 협정으로 퍼싱 2가 폐기된 이후에 새롭게 생산되는 B61 핵폭탄의 탄두로 재활용되었다."
C-130 허큘리스,"이런 목적으로 등장한 대표적인 항공기가 EC-130H 컴패스 콜(Compass Call)로, 수송기의 베스트셀러인C-130 허큘리스 수송기의 동체를 활용하여 개발했다."
